review,rating
Grilled Mustard brushed Chicken....yummmmm n delicious...mouth watering...something i would like to have again n again...Spaghetti & chicken was prepared awesome & fresh...,5.0
"Good food and a simple yet brilliant concept, nothing like restaurant quality food delivered to your door step... you need to continue this and not let the quality slip... I am ordering again for sure",4.0
"For once, one of the best food menu around is available for this area i.e. Bellandur/Sarjapur Road. We ordered for a Mustard brushed Chicken, spaghetti with mushroom and leek jus & Cottage cheese with winter veggies. I have never had such well balanced meal, every item prepared perfectly. Only down side was that my mushroom and leek jus had leaked out of the packaging, and only some of it was left in the bowls when it reached us. I craved for some more, as it was super delicious!",4.5
"Brilliant concept and execution! Each & everything of yours is laudable! Food is extra delicious, every time I have ordered! It is soooo authentic! Keep the awesome work on! Never play with your quality like others. Down the line people tend to deviate and compromise with quality. I urge you to stick with what you deliver today, replicate it tomorrow and every other day. :) ‪#‎freshmenu‬ ‪#‎bestfood‬ ‪#‎best‬ ‪#‎partyfresh‬",5.0
"Finally, some good food at Sarjapur Road!",4.5
"Got to know of this place through a flyer I received with the newspaper. The food is outstanding, but what really surprised me was the packaging and design. It is a novel concept overall, and a must try for all foodies.",4.5
"I am an avid gymmer and always look for food which has less oil and great taste. A friend asked me to order from this place, it has exceeded my expectations. I mean superb taste,very healthy food and good portion. Not to mention, different menu everyday!! To all those gym addicts, you want something different and healthy ...order at fresh menu.",4.5
Got lucky and stumbled upon FreshMenu when looking for a place to get lunch. The food is beyond my expectation. I literally made a Zomato account just to review this place. This place deserves all the clientele it can get because it is so good! Especially for the area. Definitely a new favorite!,5.0
Global cuisine at your doorstep. Great food good quantity and particularly value for money. A thumb's up from me keep up the good work and consistency.,5.0
"While the concept of a restaurant that does home delivery is not new (and there are quite a few of them around), what was exceptional was the quality of the food. A small menu that changes daily allows them to focus on and create really tasty food instead of having a menu with a 100 items on them with no discernable taste. For once, the pictures of the food on the website matched what we got. Good packaging, good delivery time and good quantities. The prices are pretty reasonable and a good value for money. What I missed (entirely my fault) was to apply the discount coupon promotion that would have given us one item free. Will definitely be ordering from them again in the near future.",4.5
Fresh menu is Superb...!!! The service is usually quick and food is fresh and yummm....,5.0
"Got a flier today and order two dishes, chicken wing in bbq sauce and danish stew. The parsley rice in danish stew was mind blowing. Every item was just fav. I hope they maintain this standard and do not do andhra-fication of their items way too soon, like most other food joints in and around this area. Amazing stuff, till it lasts ;)",5.0
"The name says it all.. Fresh , delicious,  and mouth waterin food !! Am gonna try tem all !!!!All expectations met!!!Keep it up!!",5.0
